points,item,team,role,opponent
13,Scythe,KOI,top,Fnatic
0,Secret Scroll,KOI,top,Fnatic
6,Sharp Blade,KOI,top,Fnatic
0,Siege Mace,KOI,top,Fnatic
0,Soul Hunter,KOI,top,Fnatic
3,Spirit of the Squire,KOI,top,Fnatic
0,Spirit of the Warrior,KOI,top,Fnatic
0,Staff of Conquered Worlds,KOI,top,Fnatic
0,Steel Aura,KOI,top,Fnatic
0,Swords of Darkness,KOI,top,Fnatic
0,The Puppeteer,KOI,top,Fnatic
0,The Stalker,KOI,top,Fnatic
0,The Visionary,KOI,top,Fnatic
0,Thirsty Dagger,KOI,top,Fnatic
0,Thirsty Scythes,KOI,top,Fnatic
0,Treasurer's Wisdom,KOI,top,Fnatic
0,Trimeteor,KOI,top,Fnatic
0,Unstoppable Lightning,KOI,top,Fnatic
0,Versatil Saber,KOI,top,Fnatic
0,Wild Claw,KOI,top,Fnatic
0,Wild Spirit,KOI,top,Fnatic
0,Arcane Adrenaline,KOI,jungle,Fnatic
0,Arcane Explosive,KOI,jungle,Fnatic
0,Beast Hunter,KOI,jungle,Fnatic
0,Being of Light,KOI,jungle,Fnatic
0,Berseker Ax,KOI,jungle,Fnatic
12,Collecting Hammer,KOI,jungle,Fnatic
0,Colossal Mace,KOI,jungle,Fnatic
0,Conquering Staff,KOI,jungle,Fnatic
0,Crown of the Dwarf King,KOI,jungle,Fnatic
0,Dance of Death,KOI,jungle,Fnatic
0,Death Helper,KOI,jungle,Fnatic
0,Demon Claws,KOI,jungle,Fnatic
0,Divine Ascent,KOI,jungle,Fnatic
0,Divine Impetu,KOI,jungle,Fnatic
0,Elemental Discharge,KOI,jungle,Fnatic
13,Equivalent Totem,KOI,jungle,Fnatic
0,Fast Furious Blade,KOI,jungle,Fnatic
0,Final Asteroid,KOI,jungle,Fnatic
4,Guardian Totem,KOI,jungle,Fnatic
8,Hawk's Eye,KOI,jungle,Fnatic
0,Heavenly Vision,KOI,jungle,Fnatic
0,Holy Sword,KOI,jungle,Fnatic
0,Huntress of Souls,KOI,jungle,Fnatic
0,Immortal Breastplate,KOI,jungle,Fnatic
0,Imperious Gauntlet,KOI,jungle,Fnatic
9,Incapacitor,KOI,jungle,Fnatic
0,Legend Aura,KOI,jungle,Fnatic
0,Magnetic Disintegrator,KOI,jungle,Fnatic
0,Meteorites,KOI,jungle,Fnatic
0,Obsidian Battle Plate,KOI,jungle,Fnatic
0,Omnipresent Amulet,KOI,jungle,Fnatic
0,Omnipresent Spirit,KOI,jungle,Fnatic
0,Perfect Scythe,KOI,jungle,Fnatic
0,Precise Hammer,KOI,jungle,Fnatic
0,Rampage Momentum,KOI,jungle,Fnatic
0,Rock Tomb,KOI,jungle,Fnatic
0,Sacred Help,KOI,jungle,Fnatic
0,Savage Looter,KOI,jungle,Fnatic
7,Scythe,KOI,jungle,Fnatic
0,Secret Scroll,KOI,jungle,Fnatic
9,Sharp Blade,KOI,jungle,Fnatic
16,Siege Mace,KOI,jungle,Fnatic
0,Soul Hunter,KOI,jungle,Fnatic
6,Spirit of the Squire,KOI,jungle,Fnatic
0,Spirit of the Warrior,KOI,jungle,Fnatic
0,Staff of Conquered Worlds,KOI,jungle,Fnatic
18,Steel Aura,KOI,jungle,Fnatic
0,Swords of Darkness,KOI,jungle,Fnatic
0,The Puppeteer,KOI,jungle,Fnatic
0,The Stalker,KOI,jungle,Fnatic
0,The Visionary,KOI,jungle,Fnatic
15,Thirsty Dagger,KOI,jungle,Fnatic
0,Thirsty Scythes,KOI,jungle,Fnatic
0,Treasurer's Wisdom,KOI,jungle,Fnatic
0,Trimeteor,KOI,jungle,Fnatic
0,Unstoppable Lightning,KOI,jungle,Fnatic
0,Versatil Saber,KOI,jungle,Fnatic
12,Wild Claw,KOI,jungle,Fnatic
0,Wild Spirit,KOI,jungle,Fnatic
0,Arcane Adrenaline,KOI,mid,Fnatic
0,Arcane Explosive,KOI,mid,Fnatic
0,Beast Hunter,KOI,mid,Fnatic
0,Being of Light,KOI,mid,Fnatic
0,Berseker Ax,KOI,mid,Fnatic
12,Collecting Hammer,KOI,mid,Fnatic
0,Colossal Mace,KOI,mid,Fnatic
0,Conquering Staff,KOI,mid,Fnatic
0,Crown of the Dwarf King,KOI,mid,Fnatic
0,Dance of Death,KOI,mid,Fnatic
0,Death Helper,KOI,mid,Fnatic
0,Demon Claws,KOI,mid,Fnatic
0,Divine Ascent,KOI,mid,Fnatic
0,Divine Impetu,KOI,mid,Fnatic
0,Elemental Discharge,KOI,mid,Fnatic
16,Equivalent Totem,KOI,mid,Fnatic
0,Fast Furious Blade,KOI,mid,Fnatic
0,Final Asteroid,KOI,mid,Fnatic
5,Guardian Totem,KOI,mid,Fnatic
0,Hawk's Eye,KOI,mid,Fnatic
0,Heavenly Vision,KOI,mid,Fnatic
0,Holy Sword,KOI,mid,Fnatic
0,Huntress of Souls,KOI,mid,Fnatic
0,Immortal Breastplate,KOI,mid,Fnatic
0,Imperious Gauntlet,KOI,mid,Fnatic
0,Incapacitor,KOI,mid,Fnatic
0,Legend Aura,KOI,mid,Fnatic
0,Magnetic Disintegrator,KOI,mid,Fnatic
0,Meteorites,KOI,mid,Fnatic
20,Obsidian Battle Plate,KOI,mid,Fnatic
0,Omnipresent Amulet,KOI,mid,Fnatic
0,Omnipresent Spirit,KOI,mid,Fnatic
15,Perfect Scythe,KOI,mid,Fnatic
0,Precise Hammer,KOI,mid,Fnatic
0,Rampage Momentum,KOI,mid,Fnatic
0,Rock Tomb,KOI,mid,Fnatic
0,Sacred Help,KOI,mid,Fnatic
0,Savage Looter,KOI,mid,Fnatic
15,Scythe,KOI,mid,Fnatic
0,Secret Scroll,KOI,mid,Fnatic
0,Sharp Blade,KOI,mid,Fnatic
0,Siege Mace,KOI,mid,Fnatic
0,Soul Hunter,KOI,mid,Fnatic
3,Spirit of the Squire,KOI,mid,Fnatic
0,Spirit of the Warrior,KOI,mid,Fnatic
0,Staff of Conquered Worlds,KOI,mid,Fnatic
0,Steel Aura,KOI,mid,Fnatic
0,Swords of Darkness,KOI,mid,Fnatic
0,The Puppeteer,KOI,mid,Fnatic
0,The Stalker,KOI,mid,Fnatic
0,The Visionary,KOI,mid,Fnatic
0,Thirsty Dagger,KOI,mid,Fnatic
0,Thirsty Scythes,KOI,mid,Fnatic
0,Treasurer's Wisdom,KOI,mid,Fnatic
0,Trimeteor,KOI,mid,Fnatic
0,Unstoppable Lightning,KOI,mid,Fnatic
0,Versatil Saber,KOI,mid,Fnatic
2,Wild Claw,KOI,mid,Fnatic
0,Wild Spirit,KOI,mid,Fnatic
0,Arcane Adrenaline,KOI,bot,Fnatic
0,Arcane Explosive,KOI,bot,Fnatic
0,Beast Hunter,KOI,bot,Fnatic
0,Being of Light,KOI,bot,Fnatic
0,Berseker Ax,KOI,bot,Fnatic
0,Collecting Hammer,KOI,bot,Fnatic
0,Colossal Mace,KOI,bot,Fnatic
0,Conquering Staff,KOI,bot,Fnatic
0,Crown of the Dwarf King,KOI,bot,Fnatic
0,Dance of Death,KOI,bot,Fnatic
0,Death Helper,KOI,bot,Fnatic
0,Demon Claws,KOI,bot,Fnatic
0,Divine Ascent,KOI,bot,Fnatic
0,Divine Impetu,KOI,bot,Fnatic
0,Elemental Discharge,KOI,bot,Fnatic
16,Equivalent Totem,KOI,bot,Fnatic
16,Fast Furious Blade,KOI,bot,Fnatic
0,Final Asteroid,KOI,bot,Fnatic
4,Guardian Totem,KOI,bot,Fnatic
0,Hawk's Eye,KOI,bot,Fnatic
0,Heavenly Vision,KOI,bot,Fnatic
0,Holy Sword,KOI,bot,Fnatic
0,Huntress of Souls,KOI,bot,Fnatic
14,Immortal Breastplate,KOI,bot,Fnatic
0,Imperious Gauntlet,KOI,bot,Fnatic
12,Incapacitor,KOI,bot,Fnatic
0,Legend Aura,KOI,bot,Fnatic
0,Magnetic Disintegrator,KOI,bot,Fnatic
0,Meteorites,KOI,bot,Fnatic
20,Obsidian Battle Plate,KOI,bot,Fnatic
0,Omnipresent Amulet,KOI,bot,Fnatic
0,Omnipresent Spirit,KOI,bot,Fnatic
0,Perfect Scythe,KOI,bot,Fnatic
0,Precise Hammer,KOI,bot,Fnatic
0,Rampage Momentum,KOI,bot,Fnatic
0,Rock Tomb,KOI,bot,Fnatic
0,Sacred Help,KOI,bot,Fnatic
0,Savage Looter,KOI,bot,Fnatic
19,Scythe,KOI,bot,Fnatic
0,Secret Scroll,KOI,bot,Fnatic
6,Sharp Blade,KOI,bot,Fnatic
0,Siege Mace,KOI,bot,Fnatic
0,Soul Hunter,KOI,bot,Fnatic
3,Spirit of the Squire,KOI,bot,Fnatic
0,Spirit of the Warrior,KOI,bot,Fnatic
0,Staff of Conquered Worlds,KOI,bot,Fnatic
0,Steel Aura,KOI,bot,Fnatic
0,Swords of Darkness,KOI,bot,Fnatic
0,The Puppeteer,KOI,bot,Fnatic
0,The Stalker,KOI,bot,Fnatic
0,The Visionary,KOI,bot,Fnatic
0,Thirsty Dagger,KOI,bot,Fnatic
25,Thirsty Scythes,KOI,bot,Fnatic
17,Treasurer's Wisdom,KOI,bot,Fnatic
0,Trimeteor,KOI,bot,Fnatic
0,Unstoppable Lightning,KOI,bot,Fnatic
0,Versatil Saber,KOI,bot,Fnatic
2,Wild Claw,KOI,bot,Fnatic
0,Wild Spirit,KOI,bot,Fnatic
0,Arcane Adrenaline,KOI,support,Fnatic
0,Arcane Explosive,KOI,support,Fnatic
0,Beast Hunter,KOI,support,Fnatic
0,Being of Light,KOI,support,Fnatic
0,Berseker Ax,KOI,support,Fnatic
6,Collecting Hammer,KOI,support,Fnatic
0,Colossal Mace,KOI,support,Fnatic
0,Conquering Staff,KOI,support,Fnatic
0,Crown of the Dwarf King,KOI,support,Fnatic
0,Dance of Death,KOI,support,Fnatic
0,Death Helper,KOI,support,Fnatic
0,Demon Claws,KOI,support,Fnatic
0,Divine Ascent,KOI,support,Fnatic
0,Divine Impetu,KOI,support,Fnatic
0,Elemental Discharge,KOI,support,Fnatic
10,Equivalent Totem,KOI,support,Fnatic
0,Fast Furious Blade,KOI,support,Fnatic
0,Final Asteroid,KOI,support,Fnatic
18,Guardian Totem,KOI,support,Fnatic
8,Hawk's Eye,KOI,support,Fnatic
0,Heavenly Vision,KOI,support,Fnatic
0,Holy Sword,KOI,support,Fnatic
0,Huntress of Souls,KOI,support,Fnatic
0,Immortal Breastplate,KOI,support,Fnatic
0,Imperious Gauntlet,KOI,support,Fnatic
9,Incapacitor,KOI,support,Fnatic
0,Legend Aura,KOI,support,Fnatic
0,Magnetic Disintegrator,KOI,support,Fnatic
0,Meteorites,KOI,support,Fnatic
0,Obsidian Battle Plate,KOI,support,Fnatic
0,Omnipresent Amulet,KOI,support,Fnatic
0,Omnipresent Spirit,KOI,support,Fnatic
0,Perfect Scythe,KOI,support,Fnatic
0,Precise Hammer,KOI,support,Fnatic
0,Rampage Momentum,KOI,support,Fnatic
0,Rock Tomb,KOI,support,Fnatic
0,Sacred Help,KOI,support,Fnatic
0,Savage Looter,KOI,support,Fnatic
1,Scythe,KOI,support,Fnatic
0,Secret Scroll,KOI,support,Fnatic
3,Sharp Blade,KOI,support,Fnatic
0,Siege Mace,KOI,support,Fnatic
0,Soul Hunter,KOI,support,Fnatic
9,Spirit of the Squire,KOI,support,Fnatic
0,Spirit of the Warrior,KOI,support,Fnatic
0,Staff of Conquered Worlds,KOI,support,Fnatic
0,Steel Aura,KOI,support,Fnatic
0,Swords of Darkness,KOI,support,Fnatic
0,The Puppeteer,KOI,support,Fnatic
16,The Stalker,KOI,support,Fnatic
0,The Visionary,KOI,support,Fnatic
0,Thirsty Dagger,KOI,support,Fnatic
0,Thirsty Scythes,KOI,support,Fnatic
0,Treasurer's Wisdom,KOI,support,Fnatic
0,Trimeteor,KOI,support,Fnatic
0,Unstoppable Lightning,KOI,support,Fnatic
0,Versatil Saber,KOI,support,Fnatic
0,Wild Claw,KOI,support,Fnatic
0,Wild Spirit,KOI,support,Fnatic
0,Baron' s Mask,KOI,coach,Fnatic
0,Big Worm Hunter,KOI,coach,Fnatic
0,Conquest Hammer,KOI,coach,Fnatic
6,Destroyer Hammer,KOI,coach,Fnatic
0,Elemental Dragon Soul,KOI,coach,Fnatic
0,Eye of the Void,KOI,coach,Fnatic
8,First Line,KOI,coach,Fnatic
0,Golden Force,KOI,coach,Fnatic
0,Killer Momentum,KOI,coach,Fnatic
0,Light Swords,KOI,coach,Fnatic
0,Magic Scales,KOI,coach,Fnatic
0,Royal Protector,KOI,coach,Fnatic
0,Scale Tearer,KOI,coach,Fnatic
0,Seal of Desecration,KOI,coach,Fnatic
0,Spirit of the Rift,KOI,coach,Fnatic
0,Underworld Guardian,KOI,coach,Fnatic
0,Arcane Adrenaline,Fnatic,top,KOI
0,Arcane Explosive,Fnatic,top,KOI
0,Beast Hunter,Fnatic,top,KOI
18,Being of Light,Fnatic,top,KOI
14,Berseker Ax,Fnatic,top,KOI
6,Collecting Hammer,Fnatic,top,KOI
0,Colossal Mace,Fnatic,top,KOI
0,Conquering Staff,Fnatic,top,KOI
0,Crown of the Dwarf King,Fnatic,top,KOI
0,Dance of Death,Fnatic,top,KOI
10,Death Helper,Fnatic,top,KOI
0,Demon Claws,Fnatic,top,KOI
0,Divine Ascent,Fnatic,top,KOI
0,Divine Impetu,Fnatic,top,KOI
0,Elemental Discharge,Fnatic,top,KOI
17,Equivalent Totem,Fnatic,top,KOI
0,Fast Furious Blade,Fnatic,top,KOI
0,Final Asteroid,Fnatic,top,KOI
6,Guardian Totem,Fnatic,top,KOI
0,Hawk's Eye,Fnatic,top,KOI
0,Heavenly Vision,Fnatic,top,KOI
0,Holy Sword,Fnatic,top,KOI
0,Huntress of Souls,Fnatic,top,KOI
0,Immortal Breastplate,Fnatic,top,KOI
0,Imperious Gauntlet,Fnatic,top,KOI
3,Incapacitor,Fnatic,top,KOI
0,Legend Aura,Fnatic,top,KOI
0,Magnetic Disintegrator,Fnatic,top,KOI
0,Meteorites,Fnatic,top,KOI
0,Obsidian Battle Plate,Fnatic,top,KOI
0,Omnipresent Amulet,Fnatic,top,KOI
0,Omnipresent Spirit,Fnatic,top,KOI
0,Perfect Scythe,Fnatic,top,KOI
0,Precise Hammer,Fnatic,top,KOI
0,Rampage Momentum,Fnatic,top,KOI
0,Rock Tomb,Fnatic,top,KOI
20,Sacred Help,Fnatic,top,KOI
0,Savage Looter,Fnatic,top,KOI
12,Scythe,Fnatic,top,KOI
0,Secret Scroll,Fnatic,top,KOI
3,Sharp Blade,Fnatic,top,KOI
0,Siege Mace,Fnatic,top,KOI
0,Soul Hunter,Fnatic,top,KOI
15,Spirit of the Squire,Fnatic,top,KOI
0,Spirit of the Warrior,Fnatic,top,KOI
0,Staff of Conquered Worlds,Fnatic,top,KOI
0,Steel Aura,Fnatic,top,KOI
0,Swords of Darkness,Fnatic,top,KOI
0,The Puppeteer,Fnatic,top,KOI
0,The Stalker,Fnatic,top,KOI
0,The Visionary,Fnatic,top,KOI
0,Thirsty Dagger,Fnatic,top,KOI
0,Thirsty Scythes,Fnatic,top,KOI
0,Treasurer's Wisdom,Fnatic,top,KOI
0,Trimeteor,Fnatic,top,KOI
0,Unstoppable Lightning,Fnatic,top,KOI
0,Versatil Saber,Fnatic,top,KOI
1,Wild Claw,Fnatic,top,KOI
0,Wild Spirit,Fnatic,top,KOI
16,Arcane Adrenaline,Fnatic,jungle,KOI
0,Arcane Explosive,Fnatic,jungle,KOI
18,Beast Hunter,Fnatic,jungle,KOI
0,Being of Light,Fnatic,jungle,KOI
14,Berseker Ax,Fnatic,jungle,KOI
12,Collecting Hammer,Fnatic,jungle,KOI
0,Colossal Mace,Fnatic,jungle,KOI
0,Conquering Staff,Fnatic,jungle,KOI
0,Crown of the Dwarf King,Fnatic,jungle,KOI
0,Dance of Death,Fnatic,jungle,KOI
10,Death Helper,Fnatic,jungle,KOI
0,Demon Claws,Fnatic,jungle,KOI
0,Divine Ascent,Fnatic,jungle,KOI
11,Divine Impetu,Fnatic,jungle,KOI
18,Elemental Discharge,Fnatic,jungle,KOI
16,Equivalent Totem,Fnatic,jungle,KOI
0,Fast Furious Blade,Fnatic,jungle,KOI
0,Final Asteroid,Fnatic,jungle,KOI
2,Guardian Totem,Fnatic,jungle,KOI
8,Hawk's Eye,Fnatic,jungle,KOI
0,Heavenly Vision,Fnatic,jungle,KOI
0,Holy Sword,Fnatic,jungle,KOI
0,Huntress of Souls,Fnatic,jungle,KOI
0,Immortal Breastplate,Fnatic,jungle,KOI
0,Imperious Gauntlet,Fnatic,jungle,KOI
12,Incapacitor,Fnatic,jungle,KOI
0,Legend Aura,Fnatic,jungle,KOI
0,Magnetic Disintegrator,Fnatic,jungle,KOI
0,Meteorites,Fnatic,jungle,KOI
20,Obsidian Battle Plate,Fnatic,jungle,KOI
0,Omnipresent Amulet,Fnatic,jungle,KOI
0,Omnipresent Spirit,Fnatic,jungle,KOI
0,Perfect Scythe,Fnatic,jungle,KOI
0,Precise Hammer,Fnatic,jungle,KOI
0,Rampage Momentum,Fnatic,jungle,KOI
10,Rock Tomb,Fnatic,jungle,KOI
20,Sacred Help,Fnatic,jungle,KOI
0,Savage Looter,Fnatic,jungle,KOI
11,Scythe,Fnatic,jungle,KOI
0,Secret Scroll,Fnatic,jungle,KOI
6,Sharp Blade,Fnatic,jungle,KOI
0,Siege Mace,Fnatic,jungle,KOI
0,Soul Hunter,Fnatic,jungle,KOI
15,Spirit of the Squire,Fnatic,jungle,KOI
0,Spirit of the Warrior,Fnatic,jungle,KOI
0,Staff of Conquered Worlds,Fnatic,jungle,KOI
0,Steel Aura,Fnatic,jungle,KOI
0,Swords of Darkness,Fnatic,jungle,KOI
20,The Puppeteer,Fnatic,jungle,KOI
0,The Stalker,Fnatic,jungle,KOI
0,The Visionary,Fnatic,jungle,KOI
0,Thirsty Dagger,Fnatic,jungle,KOI
0,Thirsty Scythes,Fnatic,jungle,KOI
17,Treasurer's Wisdom,Fnatic,jungle,KOI
0,Trimeteor,Fnatic,jungle,KOI
0,Unstoppable Lightning,Fnatic,jungle,KOI
11,Versatil Saber,Fnatic,jungle,KOI
19,Wild Claw,Fnatic,jungle,KOI
10,Wild Spirit,Fnatic,jungle,KOI
0,Arcane Adrenaline,Fnatic,mid,KOI
12,Arcane Explosive,Fnatic,mid,KOI
0,Beast Hunter,Fnatic,mid,KOI
0,Being of Light,Fnatic,mid,KOI
14,Berseker Ax,Fnatic,mid,KOI
6,Collecting Hammer,Fnatic,mid,KOI
11,Colossal Mace,Fnatic,mid,KOI
0,Conquering Staff,Fnatic,mid,KOI
0,Crown of the Dwarf King,Fnatic,mid,KOI
8,Dance of Death,Fnatic,mid,KOI
0,Death Helper,Fnatic,mid,KOI
0,Demon Claws,Fnatic,mid,KOI
0,Divine Ascent,Fnatic,mid,KOI
11,Divine Impetu,Fnatic,mid,KOI
0,Elemental Discharge,Fnatic,mid,KOI
17,Equivalent Totem,Fnatic,mid,KOI
0,Fast Furious Blade,Fnatic,mid,KOI
0,Final Asteroid,Fnatic,mid,KOI
4,Guardian Totem,Fnatic,mid,KOI
0,Hawk's Eye,Fnatic,mid,KOI
0,Heavenly Vision,Fnatic,mid,KOI
10,Holy Sword,Fnatic,mid,KOI
0,Huntress of Souls,Fnatic,mid,KOI
0,Immortal Breastplate,Fnatic,mid,KOI
0,Imperious Gauntlet,Fnatic,mid,KOI
9,Incapacitor,Fnatic,mid,KOI
0,Legend Aura,Fnatic,mid,KOI
0,Magnetic Disintegrator,Fnatic,mid,KOI
0,Meteorites,Fnatic,mid,KOI
20,Obsidian Battle Plate,Fnatic,mid,KOI
0,Omnipresent Amulet,Fnatic,mid,KOI
0,Omnipresent Spirit,Fnatic,mid,KOI
15,Perfect Scythe,Fnatic,mid,KOI
0,Precise Hammer,Fnatic,mid,KOI
15,Rampage Momentum,Fnatic,mid,KOI
10,Rock Tomb,Fnatic,mid,KOI
0,Sacred Help,Fnatic,mid,KOI
20,Savage Looter,Fnatic,mid,KOI
14,Scythe,Fnatic,mid,KOI
18,Secret Scroll,Fnatic,mid,KOI
18,Sharp Blade,Fnatic,mid,KOI
0,Siege Mace,Fnatic,mid,KOI
0,Soul Hunter,Fnatic,mid,KOI
9,Spirit of the Squire,Fnatic,mid,KOI
16,Spirit of the Warrior,Fnatic,mid,KOI
0,Staff of Conquered Worlds,Fnatic,mid,KOI
0,Steel Aura,Fnatic,mid,KOI
17,Swords of Darkness,Fnatic,mid,KOI
0,The Puppeteer,Fnatic,mid,KOI
0,The Stalker,Fnatic,mid,KOI
0,The Visionary,Fnatic,mid,KOI
0,Thirsty Dagger,Fnatic,mid,KOI
0,Thirsty Scythes,Fnatic,mid,KOI
17,Treasurer's Wisdom,Fnatic,mid,KOI
30,Trimeteor,Fnatic,mid,KOI
0,Unstoppable Lightning,Fnatic,mid,KOI
11,Versatil Saber,Fnatic,mid,KOI
2,Wild Claw,Fnatic,mid,KOI
0,Wild Spirit,Fnatic,mid,KOI
0,Arcane Adrenaline,Fnatic,bot,KOI
12,Arcane Explosive,Fnatic,bot,KOI
0,Beast Hunter,Fnatic,bot,KOI
0,Being of Light,Fnatic,bot,KOI
0,Berseker Ax,Fnatic,bot,KOI
24,Collecting Hammer,Fnatic,bot,KOI
0,Colossal Mace,Fnatic,bot,KOI
24,Conquering Staff,Fnatic,bot,KOI
13,Crown of the Dwarf King,Fnatic,bot,KOI
8,Dance of Death,Fnatic,bot,KOI
0,Death Helper,Fnatic,bot,KOI
17,Demon Claws,Fnatic,bot,KOI
0,Divine Ascent,Fnatic,bot,KOI
11,Divine Impetu,Fnatic,bot,KOI
0,Elemental Discharge,Fnatic,bot,KOI
17,Equivalent Totem,Fnatic,bot,KOI
16,Fast Furious Blade,Fnatic,bot,KOI
0,Final Asteroid,Fnatic,bot,KOI
5,Guardian Totem,Fnatic,bot,KOI
8,Hawk's Eye,Fnatic,bot,KOI
0,Heavenly Vision,Fnatic,bot,KOI
0,Holy Sword,Fnatic,bot,KOI
19,Huntress of Souls,Fnatic,bot,KOI
14,Immortal Breastplate,Fnatic,bot,KOI
30,Imperious Gauntlet,Fnatic,bot,KOI
18,Incapacitor,Fnatic,bot,KOI
0,Legend Aura,Fnatic,bot,KOI
11,Magnetic Disintegrator,Fnatic,bot,KOI
0,Meteorites,Fnatic,bot,KOI
20,Obsidian Battle Plate,Fnatic,bot,KOI
0,Omnipresent Amulet,Fnatic,bot,KOI
0,Omnipresent Spirit,Fnatic,bot,KOI
15,Perfect Scythe,Fnatic,bot,KOI
0,Precise Hammer,Fnatic,bot,KOI
15,Rampage Momentum,Fnatic,bot,KOI
10,Rock Tomb,Fnatic,bot,KOI
0,Sacred Help,Fnatic,bot,KOI
0,Savage Looter,Fnatic,bot,KOI
20,Scythe,Fnatic,bot,KOI
18,Secret Scroll,Fnatic,bot,KOI
15,Sharp Blade,Fnatic,bot,KOI
0,Siege Mace,Fnatic,bot,KOI
0,Soul Hunter,Fnatic,bot,KOI
9,Spirit of the Squire,Fnatic,bot,KOI
0,Spirit of the Warrior,Fnatic,bot,KOI
11,Staff of Conquered Worlds,Fnatic,bot,KOI
0,Steel Aura,Fnatic,bot,KOI
17,Swords of Darkness,Fnatic,bot,KOI
0,The Puppeteer,Fnatic,bot,KOI
0,The Stalker,Fnatic,bot,KOI
0,The Visionary,Fnatic,bot,KOI
0,Thirsty Dagger,Fnatic,bot,KOI
25,Thirsty Scythes,Fnatic,bot,KOI
17,Treasurer's Wisdom,Fnatic,bot,KOI
30,Trimeteor,Fnatic,bot,KOI
18,Unstoppable Lightning,Fnatic,bot,KOI
11,Versatil Saber,Fnatic,bot,KOI
4,Wild Claw,Fnatic,bot,KOI
0,Wild Spirit,Fnatic,bot,KOI
0,Arcane Adrenaline,Fnatic,support,KOI
0,Arcane Explosive,Fnatic,support,KOI
0,Beast Hunter,Fnatic,support,KOI
0,Being of Light,Fnatic,support,KOI
0,Berseker Ax,Fnatic,support,KOI
24,Collecting Hammer,Fnatic,support,KOI
0,Colossal Mace,Fnatic,support,KOI
0,Conquering Staff,Fnatic,support,KOI
0,Crown of the Dwarf King,Fnatic,support,KOI
0,Dance of Death,Fnatic,support,KOI
10,Death Helper,Fnatic,support,KOI
0,Demon Claws,Fnatic,support,KOI
0,Divine Ascent,Fnatic,support,KOI
0,Divine Impetu,Fnatic,support,KOI
0,Elemental Discharge,Fnatic,support,KOI
13,Equivalent Totem,Fnatic,support,KOI
0,Fast Furious Blade,Fnatic,support,KOI
0,Final Asteroid,Fnatic,support,KOI
23,Guardian Totem,Fnatic,support,KOI
8,Hawk's Eye,Fnatic,support,KOI
22,Heavenly Vision,Fnatic,support,KOI
0,Holy Sword,Fnatic,support,KOI
0,Huntress of Souls,Fnatic,support,KOI
0,Immortal Breastplate,Fnatic,support,KOI
0,Imperious Gauntlet,Fnatic,support,KOI
9,Incapacitor,Fnatic,support,KOI
0,Legend Aura,Fnatic,support,KOI
0,Magnetic Disintegrator,Fnatic,support,KOI
0,Meteorites,Fnatic,support,KOI
20,Obsidian Battle Plate,Fnatic,support,KOI
11,Omnipresent Amulet,Fnatic,support,KOI
18,Omnipresent Spirit,Fnatic,support,KOI
0,Perfect Scythe,Fnatic,support,KOI
0,Precise Hammer,Fnatic,support,KOI
0,Rampage Momentum,Fnatic,support,KOI
0,Rock Tomb,Fnatic,support,KOI
0,Sacred Help,Fnatic,support,KOI
0,Savage Looter,Fnatic,support,KOI
1,Scythe,Fnatic,support,KOI
0,Secret Scroll,Fnatic,support,KOI
0,Sharp Blade,Fnatic,support,KOI
0,Siege Mace,Fnatic,support,KOI
0,Soul Hunter,Fnatic,support,KOI
18,Spirit of the Squire,Fnatic,support,KOI
0,Spirit of the Warrior,Fnatic,support,KOI
0,Staff of Conquered Worlds,Fnatic,support,KOI
0,Steel Aura,Fnatic,support,KOI
0,Swords of Darkness,Fnatic,support,KOI
0,The Puppeteer,Fnatic,support,KOI
16,The Stalker,Fnatic,support,KOI
18,The Visionary,Fnatic,support,KOI
0,Thirsty Dagger,Fnatic,support,KOI
0,Thirsty Scythes,Fnatic,support,KOI
0,Treasurer's Wisdom,Fnatic,support,KOI
0,Trimeteor,Fnatic,support,KOI
0,Unstoppable Lightning,Fnatic,support,KOI
11,Versatil Saber,Fnatic,support,KOI
0,Wild Claw,Fnatic,support,KOI
0,Wild Spirit,Fnatic,support,KOI
20,Baron' s Mask,Fnatic,coach,KOI
26,Big Worm Hunter,Fnatic,coach,KOI
22,Conquest Hammer,Fnatic,coach,KOI
18,Destroyer Hammer,Fnatic,coach,KOI
25,Elemental Dragon Soul,Fnatic,coach,KOI
16,Eye of the Void,Fnatic,coach,KOI
8,First Line,Fnatic,coach,KOI
23,Golden Force,Fnatic,coach,KOI
0,Killer Momentum,Fnatic,coach,KOI
12,Light Swords,Fnatic,coach,KOI
20,Magic Scales,Fnatic,coach,KOI
17,Royal Protector,Fnatic,coach,KOI
20,Scale Tearer,Fnatic,coach,KOI
8,Seal of Desecration,Fnatic,coach,KOI
20,Spirit of the Rift,Fnatic,coach,KOI
15,Underworld Guardian,Fnatic,coach,KOI
0,Arcane Adrenaline,MAD Lions,top,Team Vitality
0,Arcane Explosive,MAD Lions,top,Team Vitality
0,Beast Hunter,MAD Lions,top,Team Vitality
0,Being of Light,MAD Lions,top,Team Vitality
14,Berseker Ax,MAD Lions,top,Team Vitality
6,Collecting Hammer,MAD Lions,top,Team Vitality
0,Colossal Mace,MAD Lions,top,Team Vitality
0,Conquering Staff,MAD Lions,top,Team Vitality
0,Crown of the Dwarf King,MAD Lions,top,Team Vitality
0,Dance of Death,MAD Lions,top,Team Vitality
0,Death Helper,MAD Lions,top,Team Vitality
